word,meaning,example
guides,"n. 指南；参考线；辅助线,v. 指导（guide的第三人称单数形式）；带路",
success,n. 成功，成就；胜利；大获成功的人或事物,
maximum,"n. [数] 极大，最大限度；最大量,adj. 最高的；最多的；最大极限的",
ma,"n. 妈,n. (Ma)人名；(老、柬、刚(金))马",
operation,n. 操作；经营；[外科] 手术；[数][计] 运算,
existing,"adj. 目前的；现存的,v. 存在（exist的现在分词）",
quite,adv. 很；相当；完全,
selected,adj. 挑选出来的,
boy,"n. 男孩；男人,n. (Boy)人名；(英、德、西、意、刚(金)、印尼、瑞典)博伊；(法)布瓦",
patients,n. [医] 病人（patient的复数形式）,
restaurants,n. 餐厅；[经] 饭店（restaurant的复数）,
beautiful,"adj. 美丽的,出色地,出色的,迷人的,迷人地",
warning,"n. 警告；预兆；预告,adj. 警告的；引以为戒的,v. 警告（warn的ing形式）,n. (Warning)人名；(德)瓦宁",
wine,"n. 酒，葡萄酒；紫红色,vi. 喝酒,vt. 请…喝酒,n. (Wine)人名；(英)瓦恩",
locations,n. 位置；地点（location的复数）；定位件,
horse,"n. 马；骑兵；脚架；海洛因,vt. 使骑马；系马于；捉弄,vi. 骑马；作弄人,n. (Horse)人名；(瑞典)霍尔瑟",
vote,"n. 投票，选举；选票；得票数,vt. 提议，使投票；投票决定；公认,vi. 选举，投票,n. (Vote)人名；(英、法)沃特",
forward,"adj. 向前的；早的；迅速的,adv. 向前地；向将来,vt. 促进；转寄；运送,n. 前锋,n. (Forward)人名；(英)福沃德",
stars,"n. 明星类，明星（star的复数形式）,v. 点缀；成辐射状开裂；使担任主角（star的第三人称单数）,abbr. specialized training and reassignment students 经过专门训练后再分配的学生；stationary automotive road stimulator (Toyota) 汽车公路固定刺激物（丰田汽车）",
significant,"adj. 重大的；有效的；有意义的；值得注意的；意味深长的,n. 象征；有意义的事物",
lists,"n. 竞技场,竞技场围栏",
technologies,n. 技术；科技（technology的复数）,
owner,n. [经] 所有者；物主,
retail,"vt. 零售；转述,vi. 零售,n. 零售,adv. 以零售方式,adj. 零售的,n. (Retail)人名；(法)勒塔伊",
useful,adj. 有用的，有益的；有帮助的,
directly,"adv. 直接地；立即；马上；正好地；坦率地,conj. 一…就",
manufacturer,n. 制造商；[经] 厂商,
ways,"n. 方法（way的复数）；滑路,n. (Ways)人名；(吉布)瓦伊斯",
son,"n. 儿子；孩子（对年轻人的称呼）；男性后裔,n. (Son)人名；(土、老、柬)松；(法、罗)索恩；(日)存(名)；(日)孙(姓)；(越)山",
providing,"conj. 假如，以…为条件,v. 供给（provide的ing形式）；预备",
rule,"vi. 统治；管辖；裁定,n. 统治；规则,vt. 统治；规定；管理；裁决；支配,n. (Rule)人名；(英)鲁尔；(塞)鲁莱",
housing,n. 房屋；住房供给；[机] 外壳；遮盖物；机器等的防护外壳或外罩,
takes,vt. 取走，预备动作（take第三人称单数）,
bring,"vt. 拿来；带来；促使；引起；使某人处于某种情况或境地,n. (Bring)人名；(英、瑞典)布林",
catalog,"n. [图情][计] 目录；登记,vt. 登记；为…编目录,vi. 编目录；按确定价格收入目录（等于catalogue）",
trying,"adj. 难受的；难堪的；费劲的；令人厌烦的,v. 尝试（try的ing形式）；试验",
mother,"n. 母亲；大娘；女修道院院长,vt. 生下；养育；像母亲般关怀或照管,adj. 母亲的；出生地的",
authority,n. 权威；权力；当局,
considered,adj. 经过深思熟虑的；被尊重的,
told,v. 告诉（tell的过去式）；讲述,
xml,abbr. 可扩展标示语言（Extensive Markup Language）,
traffic,"n. 交通；运输；贸易；[通信] 通信量,vt. 用…作交换；在…通行,vi. 交易，买卖",
programme,"n. 计划，规划；节目；程序,vi. 编程序；制作节目,vt. 规划；拟…计划",
joined,v. 加入；参加（join的过去式，过去分词）；[计] 连接,
input,"n. 投入；输入电路,vt. [自][电子] 输入；将…输入电脑",
strategy,n. 战略，策略,
feet,n. 脚（foot的复数形式）；尺；韵脚,
agent,"n. 代理人，代理商；药剂；特工,vt. 由…作中介；由…代理,adj. 代理的,n. (Agent)人名；(罗)阿真特",
valid,adj. 有效的；有根据的；合法的；正当的,
bin,"n. 箱子，容器；二进制,vt. 把…放入箱中,n. (Bin)人名；(意、柬)宾；(日)敏(名)；(东南亚国家华语)民",
modern,"adj. 现代的，近代的；时髦的,n. 现代人；有思想的人",
senior,"adj. 高级的；年长的；地位较高的；年资较深的，资格较老的,n. 上司；较年长者；毕业班学生,n. (Senior)人名；(英)西尼尔",
ireland,n. 爱尔兰,
sexy,adj. 性感的；迷人的；色情的,
teaching,"n. 教学；教义,v. 教学；教导（teach的ing形式）",
door,"n. 门；家，户；门口；通道,n. (Door)人名；(英)多尔",
grand,"adj. 宏伟的；豪华的；极重要的,n. 大钢琴；一千美元,n. (Grand)人名；(法)格朗；(英、瑞典)格兰德",
testing,"n. [试验] 测试,adj. 试验的；棘手的,v. 测验；考查；受考验（test的ing形式）",
trial,"n. 试验；审讯；努力；磨炼,adj. 试验的；审讯的,n. (Trial)人名；(法)特里亚尔",
charge,"n. 费用；电荷；掌管；控告；命令；负载,vt. 使充电；使承担；指责；装载；对…索费；向…冲去,vi. 充电；控告；索价；向前冲；记在账上,n. (Charge)人名；(法)沙尔热；(英)查奇",
units,n. [计量] 单位,
instead,adv. 代替；反而；相反,
canadian,"adj. 加拿大（人）的,n. 加拿大人",
cool,"adj. 凉爽的；冷静的；出色的,vt. 使…冷却；使…平静下来,vi. 变凉；平息,n. 凉爽；凉爽的空气,adv. 冷静地,n. (Cool)人名；(法)科尔；(英)库尔",
normal,"adj. 正常的；正规的；标准的,n. 正常；标准；常态；法线（数学）,n. (Normal)人名；(德)诺马尔",
wrote,v. 写（write的过去式）,
enterprise,n. 企业；事业；进取心；事业心,
entire,"adj. 全部的，整个的；全体的,n. (Entire)人名；(英)恩泰尔",
educational,adj. 教育的；有教育意义的,
leading,"adj. 领导的；主要的,n. 领导；铅板；行距,v. 领导（lead的ing形式）",
metal,"n. 金属；合金,vt. 以金属覆盖,adj. 金属制的,n. (Metal)人名；(捷)梅塔尔；(瑞典)梅塔尔",
positive,"adj. 积极的；[数] 正的，[医][化学] 阳性的；确定的，肯定的；实际的，真实的；绝对的,n. 正数；[摄] 正片",
fitness,n. 健康；适当；适合性,
chinese,"n. 中文，汉语；中国人,adj. 中国的，中国人的；中国话的",
opinion,n. 意见；主张,
asia,n. 亚洲,
football,"n. 足球，橄榄球,vi. 踢足球；打橄榄球",
abstract,"n. 摘要；抽象；抽象的概念,adj. 抽象的；深奥的,vt. 摘要；提取；使……抽象化；转移(注意力、兴趣等)；使心不在焉,vi. 做摘要；写梗概",
output,"n. 输出，输出量；产量；出产,vt. 输出",
funds,"n. [会计] 资金，现金（fund的复数）；基金,v. 资助（fund的三单形式）；提供资金",
likely,"adj. 很可能的；合适的；有希望的,adv. 很可能；或许",
develop,"vt. 开发；进步；使成长；使显影,vi. 发育；生长；进化；显露",
employees,n. 员工；[劳经] 雇员；从业人员（employee的复数）,
alternative,"adj. 供选择的；选择性的；交替的,n. 二中择一；供替代的选择",
processing,v. 加工；[自] 处理；对…起诉（process的ing形式）,
responsibility,n. 责任，职责；义务,
resolution,n. [物] 分辨率；决议；解决；决心,
java,n. 爪哇岛（位于印尼）；Sun公司推出的一种应用程序开发语言,
guest,"n. 客人，宾客；顾客,vt. 款待，招待,vi. 作客，寄宿,adj. 客人的；特邀的，客座的,n. (Guest)人名；(英)格斯特",
publication,n. 出版；出版物；发表,
pass,"n. 及格；经过；护照；途径；传球,vi. 经过；传递；变化；终止,vt. 通过；经过；传递,n. (Pass)人名；(英、法、德、俄)帕斯",
relations,n. 关系；交往；事务,
trust,"n. 信任，信赖；责任；托拉斯,vt. 信任，信赖；盼望；赊卖给,vi. 信任，信赖；依靠,n. (Trust)人名；(英)特拉斯特",
van,"n. 先锋；厢式货车；增值网,vt. 用车搬运,n. (Van)人名；(老、泰、柬、缅)万",
contains,"v. 包含；容纳；包含某字符串（contain的单三形式）,n. 包含",
session,n. 会议；（法庭的）开庭；（议会等的）开会；学期；讲习会,
multi,pref. 多,
photography,n. 摄影；摄影术,
republic,n. 共和国；共和政体,
components,n. 部件；组件；成份（component复数）,
vacation,"n. 假期；（房屋）搬出,vi. 休假，度假",
century,n. 世纪，百年；（板球）一百分,
academic,"adj. 学术的；理论的；学院的,n. 大学生，大学教师；学者",
assistance,n. 援助，帮助；辅助设备,
completed,"adj. 完整的；完全的,v. 完成（complete的过去分词）",
skin,"n. 皮肤；外皮,vt. 剥皮,vi. 愈合；长皮",
graphics,n. [测] 制图学；制图法；图表算法,
prev,abbr. 上一个（previous）,
mary,n. 玛丽（女子名）,
expected,"adj. 预期的；预料的,v. 预期；盼望（expect的过去分词）",
ring,"vi. 按铃；敲钟；回响；成环形,n. 戒指；铃声，钟声；拳击场；环形物,vt. 按铃；包围；敲钟；套住,n. (Ring)人名；(英、西、德、匈、瑞典、芬)林",
grade,"n. 年级；等级；成绩；级别；阶段,vt. 评分；把…分等级,vi. 分等级；逐渐变化,n. (Grade)人名；(英)格雷德；(法、德、西、葡、塞、瑞典)格拉德",
dating,"n. 约会；记日期的；注明日期,v. 约会；定日期（date的ing形式）",
pacific,"adj. 和平的；温和的；平静的,n. 太平洋,adj. 太平洋的",
mountain,"n. 山；山脉,n. (Mountain)人名；(英)芒廷",
organizations,n. 组织，构造，有机体（organization的复数）；组织机构,
pop,"n. 流行音乐；汽水；砰然声；枪击,vi. 突然出现；爆开；射击；瞪大；发出爆裂声,vt. 取出；开枪打；抛出；突然伸出；突然行动,adj. 流行的；通俗的；热门的,adv. 突然；砰地,abbr. 邮局协议（post office protocol）,n. (Pop)人名；(罗、捷、塞)波普",
filter,"vi. 滤过；渗入；慢慢传开,n. 滤波器；[化工] 过滤器；筛选；滤光器,vt. 过滤；渗透；用过滤法除去,n. (Filter)人名；(德)菲尔特",
mailing,"n. 邮寄；邮件；（苏格兰）农场租金,adj. 邮递的,v. 邮寄；给…装甲（mail的ing形式）,n. (Mailing)人名；(捷)迈林",
vehicle,n. [车辆] 车辆；工具；交通工具；运载工具；传播媒介；媒介物,
longer,长的（long的比较级）,
consider,"vt. 考虑；认为；考虑到；细想,vi. 考虑；认为；细想",
int,abbr. 整数，中断；国际组织（International organizations）,
northern,"adj. 北部的；北方的,n. 北部方言",
behind,"prep. 落后于；支持；晚于,adv. 在后地；在原处,n. 屁股",
panel,"n. 仪表板；嵌板；座谈小组，全体陪审员,vt. 嵌镶板,n. (Panel)人名；(英、法)帕内尔",
floor,"n. 地板，地面；楼层；基底；议员席,vt. 铺地板；打倒，击倒；（被困难）难倒",
german,"adj. 德国的；德语的，德国人的,n. 德语；德国人",
buying,"n. 买进,v. 购买；获得；收买（buy的ing形式）",
match,"vt. 使比赛；使相配；敌得过，比得上；相配；与…竞争,vi. 比赛；匹配；相配，相称；相比,n. 比赛，竞赛；匹配；对手；火柴",
proposed,"adj. 被提议的；所推荐的,v. 提议；计划（propose的过去式和过去分词）",
default,"vi. 拖欠；不履行；不到场,n. 违约；缺席；缺乏；系统默认值,vt. 不履行；不参加（比赛等）；对…处以缺席裁判",
require,vt. 需要；要求；命令,
iraq,n. 伊拉克（西南亚国家）,
boys,"n. 男孩子们；小伙子们（boy的复数）,n. (Boys)人名；(西)博伊斯；(法)布瓦；(英)博伊斯",
outdoor,adj. 户外的；露天的；野外的（等于out-of-door）,
deep,"n. 深处；深渊,adj. 深的；低沉的；深奥的,adv. 深入地；深深地；迟,n. (Deep)人名；(英)迪普",
morning,n. 早晨；黎明；初期,
otherwise,"adv. 否则；另外；在其他方面,adj. 另外的；其他方面的；原本，本来,conj. 其他；如果不；然后",
rest,"vt. 使休息，使轻松；把…寄托于,n. 休息，静止；休息时间；剩余部分；支架,vi. 休息；静止；依赖；安置,n. (Rest)人名；(英、德、俄、捷、荷)雷斯特",
protein,"n. 蛋白质；朊,adj. 蛋白质的",
plant,"n. 工厂，车间；植物；设备；庄稼,vt. 种植；培养；栽培；安置,vi. 种植,n. (Plant)人名；(英、西、意)普兰特；(法)普朗",
reported,"adj. 报告的；据报道的,v. 报道（report的过去分词）；报告；记录",
hit,"vt. 打击；袭击；碰撞；偶然发现；伤…的感情,vi. 打；打击；碰撞；偶然碰上,n. 打；打击；（演出等）成功；讽刺",
transportation,n. 运输；运输系统；运输工具；流放,
mm,"abbr. 毫米（millimeter）,n. 缅甸的域名",
pool,"n. 联营；撞球；水塘；共同资金,vi. 联营，合伙经营,vt. 合伙经营,n. (Pool)人名；(英、西)普尔；(芬、德)波尔",
mini,"n. 迷你型；微型汽车；超短裙,adj. 微型的；袖珍的,abbr. 微型汽车（minicar）；微型计算机（minicomputer）,n. (Mini)人名；(意、土、法)米尼",
politics,n. 政治，政治学；政治活动；政纲,
partner,"n. 伙伴；合伙人；配偶,vi. 合伙；合股；成为搭档,vt. 使合作；与…合伙,n. (Partner)人名；(英、德)帕特纳",
disclaimer,n. 不承诺，免责声明；放弃，拒绝,
faculty,n. 科，系；能力；全体教员,
fish,"vi. 捕鱼，钓鱼；用钩捞取,n. 鱼，鱼类,vt. 钓鱼，捕鱼；搜寻,n. (Fish)人名；(英、西)菲什；(俄)菲施",
membership,n. 资格；成员资格；会员身份,
mission,"n. 使命，任务；代表团；布道,vt. 派遣；向……传教",
eye,"n. 眼睛；视力；眼光；见解，观点,vt. 注视，看,n. (Eye)人名；(德)艾厄；(英)艾",
string,n. 线，弦，细绳；一串，一行,
sense,"n. 感觉，功能；观念；道理；理智,vt. 感觉到；检测,n. 森斯（人名）",
modified,"adj. 改进的，修改的；改良的,v. 修改；缓和（modify的过去分词）",
